text,intent
Hey how's your day? please,greeting
I want design jobs anywhere,jobs
What is the pricing structure? please,pricing
How to reach support?,contact
How does it operate? please,ai
Need workers for a short task now,hiring
Update my skills,profile
Hello .,greeting
gigs available online?,jobs
How much subscription fee?,pricing
Can I call you?,contact
How does it recommend jobs?,ai
How to start hiring?,hiring
Update my portfolio thanks,profile
Greetings ~,greeting
Looking for remote jobs from home,jobs
Is it complimentary? help,pricing
Need assistance,contact
Tell me about the system,ai
I want to find freelancers,hiring
My portfolio needs help,profile
Hi how is it going?,greeting
I need remote jobs locally,jobs
Tell me the fee details,pricing
Give me address,contact
How does it match people?,ai
Need talents for contract work,hiring
Update my CV,profile
Greetings how are things?,greeting
Find me freelance gigs,jobs
Do I have to pay?,pricing
Where is the contact page?,contact
How does it recommend jobs?,ai
Finding candidates help,hiring
Upload bio,profile
Heya how's life?,greeting
remote jobs available nearby?,jobs
How much is the cost?,pricing
How to reach support?,contact
Matching mechanism,ai
Finding developers,hiring
Change bio,profile
Welcome,greeting
Looking for work nearby,jobs
How much subscription fee?,pricing
Need customer care,contact
Matching system,ai
I want to get staff thanks,hiring
Upload profile,profile
Welcome help,greeting
development work available anywhere?,jobs
Pricing for talents?,pricing
Need help with account,contact
Is it smart?,ai
I want to get staff,hiring
Upload bio help,profile
Greetings friend how's your day?,greeting
Looking for a job in Asia,jobs
Is it complimentary?,pricing
Need customer care,contact
What is the assistant?,ai
Finding developers,hiring
Upload photo,profile
Good morning KhmerWork how's life?,greeting
Looking for remote jobs remote,jobs
Tell me the pricing structure,pricing
How to talk to human?,contact
How does it work?,ai
Finding workers please,hiring
My CV wont save please,profile
Hello,greeting
Looking for roles remote,jobs
How much does it cost?,pricing
Need help with account,contact
What is KhmerBot? help,ai
Need workers for a short task,hiring
How to edit portfolio?,profile
Good day assistant nice to meet you,greeting
Are there openings in Cambodia?,jobs
Tell me the subscription cost,pricing
Need assistance,contact
Is it accurate?,ai
Start advertise a role thanks,hiring
Upload profile,profile
Greetings all,greeting
Are there development work anywhere? help,jobs
What is the price?,pricing
Give me phone number,contact
What is the algorithm?,ai
How to advertise a role?,hiring
Upload skills,profile
Yo,greeting
Find me a job,jobs
Pricing for companies?,pricing
Can I message the team? help,contact
Is it intelligent?,ai
Start advertise a role,hiring
Change resume,profile
Good afternoon ! help,greeting
Get me roles,jobs
Is it free?,pricing
Where is the HQ?,contact
Tell me about this AI,ai
Finding experts,hiring
Update my photo,profile
Hi how are you?,greeting
List work locally,jobs
Is it zero cost?,pricing
Need customer care,contact
Is it reliable?,ai
Finding experts help,hiring
Update my profile,profile
Good day there,greeting
Show me design jobs in Phnom Penh,jobs
Tell me the pricing structure,pricing
Can I message the team? please,contact
What is this AI?,ai
I want to find workers now,hiring
Upload bio,profile
Hia ...,greeting
Discover coding tasks anywhere,jobs
Do I pay to apply?,pricing
How to message the team?,contact
Tell me about the matching bot,ai
Need candidates for my project,hiring
Upload resume,profile
Good day how's your day?,greeting
Search for IT work online,jobs
What is the price? help,pricing
Can I contact you? help,contact
How does it operate?,ai
Finding talents,hiring
Update my bio help,profile
Good afternoon friend,greeting
Looking for work in Phnom Penh,jobs
Do I have to pay?,pricing
Give me contact details,contact
What is KhmerBot?,ai
I want to find workers,hiring
Update my photo,profile
Hello,greeting
Looking for design jobs in Phnom Penh,jobs
Tell me the rate list,pricing
Where is the office?,contact
Is it intelligent?,ai
Need developers for long-term now,hiring
Update my resume,profile
Good morning,greeting
Find me gigs in Phnom Penh,jobs
How much is the cost?,pricing
How to get help? thanks,contact
Tell me about this AI thanks,ai
How to advertise a role?,hiring
How to edit photo?,profile
Howdy assistant,greeting
Find me a job,jobs
Is it complimentary? thanks,pricing
Give me phone number now,contact
How does it recommend jobs? help,ai
Need developers for a short task now,hiring
Change photo,profile
Good morning KhmerWork how is it going?,greeting
Find me freelance gigs,jobs
Do I need a card?,pricing
Need customer care thanks,contact
Is it smart?,ai
I want to recruit talent,hiring
Change CV,profile
Yo,greeting
I need remote jobs anywhere help,jobs
How much is the cost?,pricing
Can I get help?,contact
Matching logic,ai
Start add a job,hiring
My bio needs help please,profile
Howdy friend how are things?,greeting
Discover development work locally,jobs
Tell me the price thanks,pricing
How to talk to human?,contact
Matching system,ai
Need workers for my project please,hiring
Upload photo,profile
Welcome how's your day?,greeting
freelance gigs available in Asia?,jobs
Tell me the rate list,pricing
Give me contact details,contact
Tell me about the assistant,ai
Start advertise a role,hiring
Upload bio,profile
Hello there,greeting
Search for IT work in Cambodia,jobs
Do I need a card? please,pricing
Where is the help center?,contact
Is it reliable?,ai
Start list a vacancy,hiring
Upload resume,profile
Greetings,greeting
Are there development work remote?,jobs
Tell me the subscription cost,pricing
Can I talk to human?,contact
Tell me about the system,ai
I want to recruit talent,hiring
Update my resume,profile
Howdy !!,greeting
I need development work nearby,jobs
Do I pay for account?,pricing
Give me phone number please,contact
How does it recommend jobs? please,ai
I want to find workers,hiring
Upload photo,profile
Hi,greeting
Get me a job,jobs
Do I have to pay?,pricing
How to reach support?,contact
Tell me about the algorithm,ai
I want to recruit talent,hiring
My skills needs help,profile
Greetings system how's your day? please,greeting
remote jobs available in Siem Reap?,jobs
Do I pay to apply? now,pricing
Need assistance,contact
What is the assistant?,ai
Finding candidates now,hiring
Upload CV now,profile
Heya buddy what's up?,greeting
Are there a job online?,jobs
Tell me the subscription cost,pricing
Give me telegram link,contact
Matching system,ai
How to list a vacancy?,hiring
Update my skills,profile
Good afternoon bot,greeting
Are there IT work nearby?,jobs
Tell me the pricing structure,pricing
Can I contact you?,contact
Is it accurate?,ai
How to add a job?,hiring
Update my skills,profile
Good day,greeting
freelance gigs available in Asia? now,jobs
Is it totally free?,pricing
Give me email address,contact
Matching mechanism now,ai
Need experts for long-term,hiring
Update my skills,profile
Good day !,greeting
Show me work in Siem Reap,jobs
How much subscription fee?,pricing
Give me phone number,contact
What is the system?,ai
Need experts for contract work help,hiring
Update my resume,profile
Greetings assistant how are you?,greeting
Show me IT work nearby,jobs
Do I need a card?,pricing
Where is the support desk?,contact
What is this AI?,ai
I want to hire someone help,hiring
Upload portfolio,profile
Hello there bot,greeting
I need coding tasks locally,jobs
How much is the fee?,pricing
Give me email address thanks,contact
Tell me about the assistant please,ai
I want to find freelancers,hiring
Upload profile,profile
Heya assistant how's life?,greeting
Show me coding tasks,jobs
Pricing for companies? help,pricing
Give me contact details,contact
How does it calculate scores?,ai
Need workers for full time work,hiring
How to edit profile?,profile
Yo .,greeting
remote jobs available from home?,jobs
Pricing for companies?,pricing
Can I message the team? help,contact
How does it operate?,ai
Finding candidates,hiring
How to edit photo?,profile
Howdy,greeting
Discover coding tasks,jobs
What is the fee details? thanks,pricing
Can I message the team?,contact
What is the matching bot? now,ai
How to post a job?,hiring
Change portfolio,profile
Hi,greeting
remote jobs available online?,jobs
What is the rate list?,pricing
Can I call you?,contact
Tell me about KhmerBot,ai
Finding experts,hiring
My portfolio is missing help,profile
Hia bot what's up? thanks,greeting
Are there freelance gigs locally?,jobs
Is it unpaid?,pricing
How to call you?,contact
What is the assistant?,ai
Start post a job,hiring
Upload profile,profile
Yo everyone how are things?,greeting
Are there freelance gigs online? help,jobs
Tell me the price,pricing
Give me telegram link,contact
Tell me about the system,ai
Finding talents,hiring
Change skills,profile
Hi ~,greeting
Looking for remote jobs in Cambodia,jobs
Tell me the subscription cost,pricing
Where is the office?,contact
Matching system,ai
Start list a vacancy,hiring
Update my profile thanks,profile
Heya all what's up?,greeting
Any remote jobs online,jobs
How much plan costs? please,pricing
Can I contact you? thanks,contact
How does it match people?,ai
How to add a job?,hiring
Update my portfolio,profile
Yo how's your day?,greeting
Looking for roles in Cambodia,jobs
Pricing for users? thanks,pricing
Give me telegram link,contact
How does it work?,ai
Start post a job thanks,hiring
Upload photo,profile
Yo help,greeting
a job available in Asia? please,jobs
Do I pay to apply? help,pricing
Need help with account,contact
